bin	id
WM24_S19_028	K00006
WM24_S19_028	K00012
WM24_S19_028	K00012
WM24_S19_028	K00023
WM24_S19_028	K00023
WM24_S19_028	K00075
WM24_S19_028	K00075
WM24_S19_028	K00133
WM24_S19_028	K00133
WM24_S19_028	K00133
WM24_S19_028	K00133
WM24_S19_028	K00133
WM24_S19_028	K00133
WM24_S19_028	K00135
WM24_S19_028	K00135
WM24_S19_028	K00135
WM24_S19_028	K00164
WM24_S19_028	K00164
WM24_S19_028	K00215
WM24_S19_028	K00215
WM24_S19_028	K00239
WM24_S19_028	K00239
WM24_S19_028	K00239
WM24_S19_028	K00259
WM24_S19_028	K00259
WM24_S19_028	K00265
WM24_S19_028	K00265
WM24_S19_028	K00266
WM24_S19_028	K00266
WM24_S19_028	K00266
WM24_S19_028	K00330
WM24_S19_028	K00382
WM24_S19_028	K00382
WM24_S19_028	K00384
WM24_S19_028	K00384
WM24_S19_028	K00449
WM24_S19_028	K00465
WM24_S19_028	K00600
WM24_S19_028	K00600
WM24_S19_028	K00600
WM24_S19_028	K00615
WM24_S19_028	K00615
WM24_S19_028	K00615
WM24_S19_028	K00615
WM24_S19_028	K00616
WM24_S19_028	K00616
WM24_S19_028	K00616
WM24_S19_028	K00616
WM24_S19_028	K00625
WM24_S19_028	K00625
WM24_S19_028	K00625
WM24_S19_028	K00625
WM24_S19_028	K00625
WM24_S19_028	K00625
WM24_S19_028	K00625
WM24_S19_028	K00625
WM24_S19_028	K00625
WM24_S19_028	K00625
WM24_S19_028	K00625
WM24_S19_028	K00639
WM24_S19_028	K00643
WM24_S19_028	K00658
WM24_S19_028	K00674
WM24_S19_028	K00674
WM24_S19_028	K00674
WM24_S19_028	K00677
WM24_S19_028	K00677
WM24_S19_028	K00677
WM24_S19_028	K00790
WM24_S19_028	K00790
WM24_S19_028	K00790
WM24_S19_028	K00790
WM24_S19_028	K00812
WM24_S19_028	K00812
WM24_S19_028	K00812
WM24_S19_028	K00812
WM24_S19_028	K00812
WM24_S19_028	K00812
WM24_S19_028	K00812
WM24_S19_028	K00812
WM24_S19_028	K00812
WM24_S19_028	K00823
WM24_S19_028	K00823
WM24_S19_028	K00826
WM24_S19_028	K00826
WM24_S19_028	K00942
WM24_S19_028	K00943
WM24_S19_028	K00948
WM24_S19_028	K00955
WM24_S19_028	K00955
WM24_S19_028	K00955
WM24_S19_028	K00955
WM24_S19_028	K00955
WM24_S19_028	K00955
WM24_S19_028	K00955
WM24_S19_028	K00955
WM24_S19_028	K00955
WM24_S19_028	K00955
WM24_S19_028	K00955
WM24_S19_028	K00962
WM24_S19_028	K00962
WM24_S19_028	K00966
WM24_S19_028	K00971
WM24_S19_028	K00971
WM24_S19_028	K01000
WM24_S19_028	K01000
WM24_S19_028	K01006
WM24_S19_028	K01006
WM24_S19_028	K01006
WM24_S19_028	K01006
WM24_S19_028	K01006
WM24_S19_028	K01006
WM24_S19_028	K01006
WM24_S19_028	K01028
WM24_S19_028	K01029
WM24_S19_028	K01129
WM24_S19_028	K01207
WM24_S19_028	K01207
WM24_S19_028	K01303
WM24_S19_028	K01426
WM24_S19_028	K01426
WM24_S19_028	K01426
WM24_S19_028	K01426
WM24_S19_028	K01426
WM24_S19_028	K01491
WM24_S19_028	K01491
WM24_S19_028	K01494
WM24_S19_028	K01520
WM24_S19_028	K01627
WM24_S19_028	K01627
WM24_S19_028	K01627
WM24_S19_028	K01681
WM24_S19_028	K01681
WM24_S19_028	K01681
WM24_S19_028	K01681
WM24_S19_028	K01714
WM24_S19_028	K01778
WM24_S19_028	K01783
WM24_S19_028	K01783
WM24_S19_028	K01808
WM24_S19_028	K01808
WM24_S19_028	K01808
WM24_S19_028	K01808
WM24_S19_028	K01810
WM24_S19_028	K01810
WM24_S19_028	K01810
WM24_S19_028	K01810
WM24_S19_028	K01810
WM24_S19_028	K01810
WM24_S19_028	K01810
WM24_S19_028	K01810
WM24_S19_028	K01810
WM24_S19_028	K01840
WM24_S19_028	K01840
WM24_S19_028	K01897
WM24_S19_028	K01897
WM24_S19_028	K01921
WM24_S19_028	K01923
WM24_S19_028	K01924
WM24_S19_028	K01924
WM24_S19_028	K01924
WM24_S19_028	K01925
WM24_S19_028	K01925
WM24_S19_028	K01925
WM24_S19_028	K01928
WM24_S19_028	K01928
WM24_S19_028	K01928
WM24_S19_028	K01929
WM24_S19_028	K01929
WM24_S19_028	K01929
WM24_S19_028	K01989
WM24_S19_028	K01990
WM24_S19_028	K01999
WM24_S19_028	K02028
WM24_S19_028	K02029
WM24_S19_028	K02030
WM24_S19_028	K02032
WM24_S19_028	K02065
WM24_S19_028	K02066
WM24_S19_028	K02067
WM24_S19_028	K02068
WM24_S19_028	K02195
WM24_S19_028	K02316
WM24_S19_028	K02335
WM24_S19_028	K02335
WM24_S19_028	K02337
WM24_S19_028	K02337
WM24_S19_028	K02338
WM24_S19_028	K02338
WM24_S19_028	K02341
WM24_S19_028	K02341
WM24_S19_028	K02372
WM24_S19_028	K02372
WM24_S19_028	K02372
WM24_S19_028	K02372
WM24_S19_028	K02372
WM24_S19_028	K02372
WM24_S19_028	K02372
WM24_S19_028	K02372
WM24_S19_028	K02427
WM24_S19_028	K02427
WM24_S19_028	K02439
WM24_S19_028	K02445
WM24_S19_028	K02502
WM24_S19_028	K02523
WM24_S19_028	K02523
WM24_S19_028	K02533
WM24_S19_028	K02533
WM24_S19_028	K02535
WM24_S19_028	K02535
WM24_S19_028	K02636
WM24_S19_028	K03046
WM24_S19_028	K03046
WM24_S19_028	K03183
WM24_S19_028	K03183
WM24_S19_028	K03185
WM24_S19_028	K03185
WM24_S19_028	K03215
WM24_S19_028	K03215
WM24_S19_028	K03218
WM24_S19_028	K03218
WM24_S19_028	K03366
WM24_S19_028	K03366
WM24_S19_028	K03366
WM24_S19_028	K03366
WM24_S19_028	K03366
WM24_S19_028	K03366
WM24_S19_028	K03438
WM24_S19_028	K03438
WM24_S19_028	K03446
WM24_S19_028	K03465
WM24_S19_028	K03564
WM24_S19_028	K03564
WM24_S19_028	K03574
WM24_S19_028	K03587
WM24_S19_028	K03587
WM24_S19_028	K03663
WM24_S19_028	K03762
WM24_S19_028	K03769
WM24_S19_028	K03771
WM24_S19_028	K03813
WM24_S19_028	K03817
WM24_S19_028	K03817
WM24_S19_028	K03818
WM24_S19_028	K03818
WM24_S19_028	K03820
WM24_S19_028	K03820
WM24_S19_028	K03821
WM24_S19_028	K03821
WM24_S19_028	K03934
WM24_S19_028	K03935
WM24_S19_028	K03936
WM24_S19_028	K03940
WM24_S19_028	K03941
WM24_S19_028	K03943
WM24_S19_028	K03955
WM24_S19_028	K04487
WM24_S19_028	K04564
WM24_S19_028	K04564
WM24_S19_028	K05366
WM24_S19_028	K05366
WM24_S19_028	K05366
WM24_S19_028	K05366
WM24_S19_028	K05366
WM24_S19_028	K05366
WM24_S19_028	K05367
WM24_S19_028	K05367
WM24_S19_028	K05367
WM24_S19_028	K05367
WM24_S19_028	K05367
WM24_S19_028	K05367
WM24_S19_028	K05551
WM24_S19_028	K05551
WM24_S19_028	K05572
WM24_S19_028	K05573
WM24_S19_028	K05575
WM24_S19_028	K05576
WM24_S19_028	K05577
WM24_S19_028	K05578
WM24_S19_028	K05832
WM24_S19_028	K05833
WM24_S19_028	K06127
WM24_S19_028	K06127
WM24_S19_028	K06857
WM24_S19_028	K06861
WM24_S19_028	K07091
WM24_S19_028	K07516
WM24_S19_028	K07516
WM24_S19_028	K07516
WM24_S19_028	K07516
WM24_S19_028	K07516
WM24_S19_028	K07516
WM24_S19_028	K07516
WM24_S19_028	K07535
WM24_S19_028	K07535
WM24_S19_028	K07535
WM24_S19_028	K07535
WM24_S19_028	K07535
WM24_S19_028	K07552
WM24_S19_028	K07638
WM24_S19_028	K07638
WM24_S19_028	K07638
WM24_S19_028	K07678
WM24_S19_028	K07678
WM24_S19_028	K07678
WM24_S19_028	K07679
WM24_S19_028	K07679
WM24_S19_028	K07679
WM24_S19_028	K08094
WM24_S19_028	K08094
WM24_S19_028	K08094
WM24_S19_028	K08194
WM24_S19_028	K08218
WM24_S19_028	K08311
WM24_S19_028	K09001
WM24_S19_028	K09470
WM24_S19_028	K09473
WM24_S19_028	K09667
WM24_S19_028	K09667
WM24_S19_028	K09667
WM24_S19_028	K09667
WM24_S19_028	K09667
WM24_S19_028	K09667
WM24_S19_028	K09691
WM24_S19_028	K09694
WM24_S19_028	K09808
WM24_S19_028	K09810
WM24_S19_028	K09816
WM24_S19_028	K09817
WM24_S19_028	K10036
WM24_S19_028	K10047
WM24_S19_028	K10563
WM24_S19_028	K10563
