bin	id
WM02_S2_046	K00001
WM02_S2_046	K00001
WM02_S2_046	K00001
WM02_S2_046	K00001
WM02_S2_046	K00001
WM02_S2_046	K00001
WM02_S2_046	K00001
WM02_S2_046	K00001
WM02_S2_046	K00001
WM02_S2_046	K00001
WM02_S2_046	K00004
WM02_S2_046	K00004
WM02_S2_046	K00004
WM02_S2_046	K00004
WM02_S2_046	K00004
WM02_S2_046	K00004
WM02_S2_046	K00004
WM02_S2_046	K00006
WM02_S2_046	K00011
WM02_S2_046	K00011
WM02_S2_046	K00011
WM02_S2_046	K00011
WM02_S2_046	K00012
WM02_S2_046	K00012
WM02_S2_046	K00024
WM02_S2_046	K00024
WM02_S2_046	K00024
WM02_S2_046	K00024
WM02_S2_046	K00024
WM02_S2_046	K00040
WM02_S2_046	K00058
WM02_S2_046	K00060
WM02_S2_046	K00065
WM02_S2_046	K00087
WM02_S2_046	K00087
WM02_S2_046	K00108
WM02_S2_046	K00108
WM02_S2_046	K00109
WM02_S2_046	K00123
WM02_S2_046	K00123
WM02_S2_046	K00123
WM02_S2_046	K00123
WM02_S2_046	K00140
WM02_S2_046	K00148
WM02_S2_046	K00219
WM02_S2_046	K00248
WM02_S2_046	K00248
WM02_S2_046	K00248
WM02_S2_046	K00248
WM02_S2_046	K00248
WM02_S2_046	K00248
WM02_S2_046	K00249
WM02_S2_046	K00249
WM02_S2_046	K00249
WM02_S2_046	K00274
WM02_S2_046	K00274
WM02_S2_046	K00274
WM02_S2_046	K00274
WM02_S2_046	K00274
WM02_S2_046	K00276
WM02_S2_046	K00276
WM02_S2_046	K00276
WM02_S2_046	K00285
WM02_S2_046	K00320
WM02_S2_046	K00320
WM02_S2_046	K00365
WM02_S2_046	K00372
WM02_S2_046	K00372
WM02_S2_046	K00382
WM02_S2_046	K00382
WM02_S2_046	K00432
WM02_S2_046	K00432
WM02_S2_046	K00432
WM02_S2_046	K00451
WM02_S2_046	K00451
WM02_S2_046	K00465
WM02_S2_046	K00480
WM02_S2_046	K00481
WM02_S2_046	K00525
WM02_S2_046	K00525
WM02_S2_046	K00605
WM02_S2_046	K00615
WM02_S2_046	K00615
WM02_S2_046	K00615
WM02_S2_046	K00615
WM02_S2_046	K00626
WM02_S2_046	K00626
WM02_S2_046	K00632
WM02_S2_046	K00643
WM02_S2_046	K00681
WM02_S2_046	K00697
WM02_S2_046	K00697
WM02_S2_046	K00697
WM02_S2_046	K00697
WM02_S2_046	K00705
WM02_S2_046	K00705
WM02_S2_046	K00705
WM02_S2_046	K00721
WM02_S2_046	K00721
WM02_S2_046	K00748
WM02_S2_046	K00748
WM02_S2_046	K00765
WM02_S2_046	K00765
WM02_S2_046	K00790
WM02_S2_046	K00790
WM02_S2_046	K00790
WM02_S2_046	K00790
WM02_S2_046	K00799
WM02_S2_046	K00800
WM02_S2_046	K00800
WM02_S2_046	K00817
WM02_S2_046	K00817
WM02_S2_046	K00817
WM02_S2_046	K00823
WM02_S2_046	K00823
WM02_S2_046	K00849
WM02_S2_046	K00930
WM02_S2_046	K00930
WM02_S2_046	K00931
WM02_S2_046	K00931
WM02_S2_046	K00931
WM02_S2_046	K00955
WM02_S2_046	K00955
WM02_S2_046	K00955
WM02_S2_046	K00955
WM02_S2_046	K00955
WM02_S2_046	K00955
WM02_S2_046	K00955
WM02_S2_046	K00955
WM02_S2_046	K00955
WM02_S2_046	K00955
WM02_S2_046	K00955
WM02_S2_046	K00966
WM02_S2_046	K00971
WM02_S2_046	K00971
WM02_S2_046	K01048
WM02_S2_046	K01048
WM02_S2_046	K01079
WM02_S2_046	K01178
WM02_S2_046	K01178
WM02_S2_046	K01182
WM02_S2_046	K01182
WM02_S2_046	K01182
WM02_S2_046	K01224
WM02_S2_046	K01236
WM02_S2_046	K01247
WM02_S2_046	K01259
WM02_S2_046	K01286
WM02_S2_046	K01286
WM02_S2_046	K01426
WM02_S2_046	K01426
WM02_S2_046	K01426
WM02_S2_046	K01426
WM02_S2_046	K01426
WM02_S2_046	K01438
WM02_S2_046	K01438
WM02_S2_046	K01439
WM02_S2_046	K01439
WM02_S2_046	K01448
WM02_S2_046	K01451
WM02_S2_046	K01452
WM02_S2_046	K01452
WM02_S2_046	K01457
WM02_S2_046	K01473
WM02_S2_046	K01473
WM02_S2_046	K01473
WM02_S2_046	K01485
WM02_S2_046	K01485
WM02_S2_046	K01485
WM02_S2_046	K01494
WM02_S2_046	K01518
WM02_S2_046	K01518
WM02_S2_046	K01537
WM02_S2_046	K01557
WM02_S2_046	K01557
WM02_S2_046	K01576
WM02_S2_046	K01581
WM02_S2_046	K01586
WM02_S2_046	K01586
WM02_S2_046	K01624
WM02_S2_046	K01624
WM02_S2_046	K01624
WM02_S2_046	K01624
