bin	id
WM15_S10_001	K00012
WM15_S10_001	K00014
WM15_S10_001	K00021
WM15_S10_001	K00023
WM15_S10_001	K00024
WM15_S10_001	K00027
WM15_S10_001	K00031
WM15_S10_001	K00034
WM15_S10_001	K00043
WM15_S10_001	K00057
WM15_S10_001	K00058
WM15_S10_001	K00059
WM15_S10_001	K00067
WM15_S10_001	K00074
WM15_S10_001	K00075
WM15_S10_001	K00088
WM15_S10_001	K00091
WM15_S10_001	K00097
WM15_S10_001	K00099
WM15_S10_001	K00104
WM15_S10_001	K00105
WM15_S10_001	K00128
WM15_S10_001	K00133
WM15_S10_001	K00134
WM15_S10_001	K00135
WM15_S10_001	K00140
WM15_S10_001	K00148
WM15_S10_001	K00161
WM15_S10_001	K00162
WM15_S10_001	K00164
WM15_S10_001	K00174
WM15_S10_001	K00175
WM15_S10_001	K00185
WM15_S10_001	K00208
WM15_S10_001	K00215
WM15_S10_001	K00218
WM15_S10_001	K00227
WM15_S10_001	K00228
WM15_S10_001	K00239
WM15_S10_001	K00240
WM15_S10_001	K00241
WM15_S10_001	K00243
WM15_S10_001	K00248
WM15_S10_001	K00252
WM15_S10_001	K00254
WM15_S10_001	K00255
WM15_S10_001	K00259
WM15_S10_001	K00260
WM15_S10_001	K00263
WM15_S10_001	K00275
WM15_S10_001	K00278
WM15_S10_001	K00281
WM15_S10_001	K00286
WM15_S10_001	K00289
WM15_S10_001	K00293
WM15_S10_001	K00294
WM15_S10_001	K00297
WM15_S10_001	K00318
WM15_S10_001	K00323
WM15_S10_001	K00325
WM15_S10_001	K00331
WM15_S10_001	K00332
WM15_S10_001	K00333
WM15_S10_001	K00335
WM15_S10_001	K00336
WM15_S10_001	K00337
WM15_S10_001	K00338
WM15_S10_001	K00341
WM15_S10_001	K00342
WM15_S10_001	K00343
WM15_S10_001	K00382
WM15_S10_001	K00384
WM15_S10_001	K00406
WM15_S10_001	K00428
WM15_S10_001	K00432
WM15_S10_001	K00433
WM15_S10_001	K00451
WM15_S10_001	K00452
WM15_S10_001	K00453
WM15_S10_001	K00457
WM15_S10_001	K00459
WM15_S10_001	K00477
WM15_S10_001	K00486
WM15_S10_001	K00500
WM15_S10_001	K00505
WM15_S10_001	K00508
WM15_S10_001	K00525
WM15_S10_001	K00548
WM15_S10_001	K00554
WM15_S10_001	K00556
WM15_S10_001	K00558
WM15_S10_001	K00560
WM15_S10_001	K00566
