bin	id
WM02_S2_050	K00003
WM02_S2_050	K00008
WM02_S2_050	K00010
WM02_S2_050	K00012
WM02_S2_050	K00014
WM02_S2_050	K00016
WM02_S2_050	K00030
WM02_S2_050	K00052
WM02_S2_050	K00053
WM02_S2_050	K00057
WM02_S2_050	K00058
WM02_S2_050	K00059
WM02_S2_050	K00060
WM02_S2_050	K00079
WM02_S2_050	K00088
WM02_S2_050	K00099
WM02_S2_050	K00127
WM02_S2_050	K00130
WM02_S2_050	K00133
WM02_S2_050	K00135
WM02_S2_050	K00145
WM02_S2_050	K00174
WM02_S2_050	K00175
WM02_S2_050	K00185
WM02_S2_050	K00215
WM02_S2_050	K00231
WM02_S2_050	K00239
WM02_S2_050	K00260
WM02_S2_050	K00275
WM02_S2_050	K00278
WM02_S2_050	K00282
WM02_S2_050	K00283
WM02_S2_050	K00294
WM02_S2_050	K00306
WM02_S2_050	K00323
WM02_S2_050	K00324
WM02_S2_050	K00325
WM02_S2_050	K00330
WM02_S2_050	K00331
WM02_S2_050	K00334
WM02_S2_050	K00336
WM02_S2_050	K00338
WM02_S2_050	K00342
WM02_S2_050	K00343
WM02_S2_050	K00372
WM02_S2_050	K00373
WM02_S2_050	K00382
WM02_S2_050	K00459
WM02_S2_050	K00499
WM02_S2_050	K00507
WM02_S2_050	K00548
WM02_S2_050	K00556
WM02_S2_050	K00566
WM02_S2_050	K00600
WM02_S2_050	K00602
WM02_S2_050	K00605
WM02_S2_050	K00606
WM02_S2_050	K00615
WM02_S2_050	K00626
WM02_S2_050	K00627
WM02_S2_050	K00639
WM02_S2_050	K00645
WM02_S2_050	K00648
WM02_S2_050	K00655
WM02_S2_050	K00684
WM02_S2_050	K00700
WM02_S2_050	K00703
WM02_S2_050	K00729
WM02_S2_050	K00761
WM02_S2_050	K00764
WM02_S2_050	K00767
WM02_S2_050	K00772
WM02_S2_050	K00790
WM02_S2_050	K00796
WM02_S2_050	K00798
WM02_S2_050	K00800
WM02_S2_050	K00812
WM02_S2_050	K00817
WM02_S2_050	K00820
WM02_S2_050	K00826
WM02_S2_050	K00831
WM02_S2_050	K00849
WM02_S2_050	K00850
WM02_S2_050	K00852
WM02_S2_050	K00872
WM02_S2_050	K00873
WM02_S2_050	K00887
WM02_S2_050	K00912
WM02_S2_050	K00919
WM02_S2_050	K00928
WM02_S2_050	K00936
WM02_S2_050	K00937
WM02_S2_050	K00939
WM02_S2_050	K00942
WM02_S2_050	K00949
WM02_S2_050	K00950
WM02_S2_050	K00962
WM02_S2_050	K00969
WM02_S2_050	K00970
WM02_S2_050	K00971
WM02_S2_050	K00973
WM02_S2_050	K00979
WM02_S2_050	K00980
WM02_S2_050	K00982
WM02_S2_050	K00989
WM02_S2_050	K00990
WM02_S2_050	K01000
WM02_S2_050	K01005
WM02_S2_050	K01006
WM02_S2_050	K01011
WM02_S2_050	K01028
WM02_S2_050	K01029
WM02_S2_050	K01053
WM02_S2_050	K01056
WM02_S2_050	K01066
WM02_S2_050	K01069
WM02_S2_050	K01077
WM02_S2_050	K01079
WM02_S2_050	K01091
WM02_S2_050	K01092
WM02_S2_050	K01113
WM02_S2_050	K01129
WM02_S2_050	K01139
WM02_S2_050	K01142
WM02_S2_050	K01151
WM02_S2_050	K01153
WM02_S2_050	K01176
WM02_S2_050	K01178
WM02_S2_050	K01191
WM02_S2_050	K01192
WM02_S2_050	K01196
WM02_S2_050	K01200
WM02_S2_050	K01205
WM02_S2_050	K01208
WM02_S2_050	K01210
WM02_S2_050	K01224
WM02_S2_050	K01251
WM02_S2_050	K01256
WM02_S2_050	K01258
WM02_S2_050	K01269
WM02_S2_050	K01271
WM02_S2_050	K01278
WM02_S2_050	K01281
WM02_S2_050	K01286
WM02_S2_050	K01288
WM02_S2_050	K01297
WM02_S2_050	K01299
WM02_S2_050	K01303
WM02_S2_050	K01338
WM02_S2_050	K01341
WM02_S2_050	K01356
WM02_S2_050	K01372
WM02_S2_050	K01400
WM02_S2_050	K01423
WM02_S2_050	K01434
WM02_S2_050	K01438
WM02_S2_050	K01446
WM02_S2_050	K01448
WM02_S2_050	K01451
WM02_S2_050	K01463
WM02_S2_050	K01470
WM02_S2_050	K01488
WM02_S2_050	K01491
WM02_S2_050	K01519
WM02_S2_050	K01520
WM02_S2_050	K01524
WM02_S2_050	K01551
WM02_S2_050	K01555
WM02_S2_050	K01556
WM02_S2_050	K01586
WM02_S2_050	K01589
WM02_S2_050	K01596
WM02_S2_050	K01609
WM02_S2_050	K01620
WM02_S2_050	K01628
WM02_S2_050	K01643
WM02_S2_050	K01644
WM02_S2_050	K01649
WM02_S2_050	K01659
WM02_S2_050	K01662
WM02_S2_050	K01669
WM02_S2_050	K01679
WM02_S2_050	K01681
WM02_S2_050	K01689
WM02_S2_050	K01693
WM02_S2_050	K01695
WM02_S2_050	K01696
WM02_S2_050	K01702
WM02_S2_050	K01710
WM02_S2_050	K01711
WM02_S2_050	K01712
WM02_S2_050	K01714
WM02_S2_050	K01720
WM02_S2_050	K01733
WM02_S2_050	K01736
WM02_S2_050	K01738
WM02_S2_050	K01740
WM02_S2_050	K01745
WM02_S2_050	K01755
WM02_S2_050	K01756
WM02_S2_050	K01760
WM02_S2_050	K01761
WM02_S2_050	K01768
WM02_S2_050	K01778
WM02_S2_050	K01791
WM02_S2_050	K01826
WM02_S2_050	K01833
WM02_S2_050	K01866
WM02_S2_050	K01867
WM02_S2_050	K01869
WM02_S2_050	K01870
WM02_S2_050	K01873
WM02_S2_050	K01874
WM02_S2_050	K01879
WM02_S2_050	K01883
WM02_S2_050	K01889
WM02_S2_050	K01890
WM02_S2_050	K01893
WM02_S2_050	K01895
WM02_S2_050	K01903
WM02_S2_050	K01921
WM02_S2_050	K01924
WM02_S2_050	K01925
WM02_S2_050	K01928
WM02_S2_050	K01929
WM02_S2_050	K01937
WM02_S2_050	K01938
WM02_S2_050	K01939
WM02_S2_050	K01940
WM02_S2_050	K01945
WM02_S2_050	K01951
WM02_S2_050	K01955
WM02_S2_050	K01956
WM02_S2_050	K01961
WM02_S2_050	K01968
WM02_S2_050	K01969
WM02_S2_050	K01990
WM02_S2_050	K01991
WM02_S2_050	K01995
WM02_S2_050	K01997
WM02_S2_050	K01998
WM02_S2_050	K01999
WM02_S2_050	K02003
WM02_S2_050	K02005
WM02_S2_050	K02013
WM02_S2_050	K02025
WM02_S2_050	K02026
WM02_S2_050	K02027
WM02_S2_050	K02033
WM02_S2_050	K02034
WM02_S2_050	K02036
WM02_S2_050	K02037
WM02_S2_050	K02039
WM02_S2_050	K02049
WM02_S2_050	K02050
WM02_S2_050	K02065
WM02_S2_050	K02067
WM02_S2_050	K02099
WM02_S2_050	K02195
WM02_S2_050	K02198
WM02_S2_050	K02204
WM02_S2_050	K02237
WM02_S2_050	K02238
WM02_S2_050	K02257
WM02_S2_050	K02259
WM02_S2_050	K02274
WM02_S2_050	K02275
WM02_S2_050	K02276
WM02_S2_050	K02291
WM02_S2_050	K02313
WM02_S2_050	K02314
WM02_S2_050	K02316
WM02_S2_050	K02335
WM02_S2_050	K02337
WM02_S2_050	K02341
WM02_S2_050	K02346
WM02_S2_050	K02355
WM02_S2_050	K02356
WM02_S2_050	K02358
WM02_S2_050	K02390
WM02_S2_050	K02391
WM02_S2_050	K02392
WM02_S2_050	K02393
WM02_S2_050	K02394
WM02_S2_050	K02396
WM02_S2_050	K02397
WM02_S2_050	K02401
WM02_S2_050	K02405
WM02_S2_050	K02406
WM02_S2_050	K02407
WM02_S2_050	K02408
WM02_S2_050	K02409
WM02_S2_050	K02410
WM02_S2_050	K02411
WM02_S2_050	K02412
WM02_S2_050	K02416
WM02_S2_050	K02417
WM02_S2_050	K02421
WM02_S2_050	K02422
WM02_S2_050	K02433
WM02_S2_050	K02434
WM02_S2_050	K02437
WM02_S2_050	K02446
WM02_S2_050	K02450
WM02_S2_050	K02455
WM02_S2_050	K02456
WM02_S2_050	K02469
WM02_S2_050	K02470
WM02_S2_050	K02488
WM02_S2_050	K02493
WM02_S2_050	K02495
WM02_S2_050	K02500
WM02_S2_050	K02503
WM02_S2_050	K02517
WM02_S2_050	K02523
WM02_S2_050	K02529
WM02_S2_050	K02535
WM02_S2_050	K02536
WM02_S2_050	K02556
WM02_S2_050	K02557
WM02_S2_050	K02575
WM02_S2_050	K02650
WM02_S2_050	K02652
WM02_S2_050	K02653
WM02_S2_050	K02654
WM02_S2_050	K02662
WM02_S2_050	K02666
WM02_S2_050	K02669
WM02_S2_050	K02835
WM02_S2_050	K02836
WM02_S2_050	K02849
WM02_S2_050	K02851
WM02_S2_050	K02860
WM02_S2_050	K02863
WM02_S2_050	K02874
WM02_S2_050	K02876
WM02_S2_050	K02878
WM02_S2_050	K02892
WM02_S2_050	K02906
WM02_S2_050	K02909
WM02_S2_050	K02926
WM02_S2_050	K02939
WM02_S2_050	K02945
WM02_S2_050	K02948
WM02_S2_050	K02950
WM02_S2_050	K02956
WM02_S2_050	K02982
WM02_S2_050	K03040
WM02_S2_050	K03043
WM02_S2_050	K03046
WM02_S2_050	K03070
WM02_S2_050	K03076
WM02_S2_050	K03079
WM02_S2_050	K03086
WM02_S2_050	K03088
WM02_S2_050	K03090
WM02_S2_050	K03092
WM02_S2_050	K03101
WM02_S2_050	K03106
WM02_S2_050	K03110
WM02_S2_050	K03118
WM02_S2_050	K03130
WM02_S2_050	K03168
WM02_S2_050	K03177
WM02_S2_050	K03179
WM02_S2_050	K03182
WM02_S2_050	K03183
WM02_S2_050	K03186
WM02_S2_050	K03208
WM02_S2_050	K03217
WM02_S2_050	K03281
WM02_S2_050	K03284
WM02_S2_050	K03286
WM02_S2_050	K03296
WM02_S2_050	K03298
WM02_S2_050	K03305
WM02_S2_050	K03309
WM02_S2_050	K03313
WM02_S2_050	K03321
WM02_S2_050	K03322
WM02_S2_050	K03327
WM02_S2_050	K03402
WM02_S2_050	K03427
WM02_S2_050	K03433
WM02_S2_050	K03438
WM02_S2_050	K03455
WM02_S2_050	K03466
WM02_S2_050	K03496
WM02_S2_050	K03499
WM02_S2_050	K03517
WM02_S2_050	K03521
WM02_S2_050	K03522
WM02_S2_050	K03526
WM02_S2_050	K03529
WM02_S2_050	K03531
WM02_S2_050	K03544
WM02_S2_050	K03545
WM02_S2_050	K03548
WM02_S2_050	K03555
WM02_S2_050	K03556
WM02_S2_050	K03565
WM02_S2_050	K03569
WM02_S2_050	K03570
WM02_S2_050	K03572
WM02_S2_050	K03575
WM02_S2_050	K03581
WM02_S2_050	K03584
WM02_S2_050	K03588
WM02_S2_050	K03590
WM02_S2_050	K03593
WM02_S2_050	K03596
WM02_S2_050	K03621
WM02_S2_050	K03624
WM02_S2_050	K03625
WM02_S2_050	K03628
WM02_S2_050	K03629
WM02_S2_050	K03630
WM02_S2_050	K03631
WM02_S2_050	K03637
WM02_S2_050	K03639
WM02_S2_050	K03641
WM02_S2_050	K03644
WM02_S2_050	K03651
WM02_S2_050	K03652
WM02_S2_050	K03654
WM02_S2_050	K03657
WM02_S2_050	K03667
WM02_S2_050	K03671
WM02_S2_050	K03685
WM02_S2_050	K03686
WM02_S2_050	K03696
WM02_S2_050	K03699
WM02_S2_050	K03701
WM02_S2_050	K03702
WM02_S2_050	K03703
WM02_S2_050	K03705
WM02_S2_050	K03719
WM02_S2_050	K03722
WM02_S2_050	K03733
WM02_S2_050	K03737
WM02_S2_050	K03750
WM02_S2_050	K03762
WM02_S2_050	K03768
WM02_S2_050	K03772
WM02_S2_050	K03786
WM02_S2_050	K03787
WM02_S2_050	K03790
WM02_S2_050	K03797
WM02_S2_050	K03798
WM02_S2_050	K03799
WM02_S2_050	K03820
WM02_S2_050	K03828
WM02_S2_050	K03856
WM02_S2_050	K03918
WM02_S2_050	K03924
WM02_S2_050	K03930
WM02_S2_050	K03932
WM02_S2_050	K03975
WM02_S2_050	K03977
WM02_S2_050	K03979
WM02_S2_050	K04042
WM02_S2_050	K04043
WM02_S2_050	K04063
WM02_S2_050	K04066
WM02_S2_050	K04074
WM02_S2_050	K04075
WM02_S2_050	K04084
WM02_S2_050	K04088
WM02_S2_050	K04094
WM02_S2_050	K04487
WM02_S2_050	K04488
WM02_S2_050	K04517
WM02_S2_050	K04564
WM02_S2_050	K04652
WM02_S2_050	K04654
WM02_S2_050	K04655
WM02_S2_050	K04656
WM02_S2_050	K04720
WM02_S2_050	K04744
WM02_S2_050	K04755
WM02_S2_050	K04759
WM02_S2_050	K04763
WM02_S2_050	K04771
WM02_S2_050	K04772
WM02_S2_050	K05275
WM02_S2_050	K05350
WM02_S2_050	K05366
WM02_S2_050	K05499
WM02_S2_050	K05515
WM02_S2_050	K05516
WM02_S2_050	K05540
WM02_S2_050	K05541
WM02_S2_050	K05546
WM02_S2_050	K05591
WM02_S2_050	K05602
WM02_S2_050	K05685
WM02_S2_050	K05794
WM02_S2_050	K05808
WM02_S2_050	K05837
WM02_S2_050	K05849
WM02_S2_050	K05946
WM02_S2_050	K05970
WM02_S2_050	K05996
WM02_S2_050	K06006
WM02_S2_050	K06024
WM02_S2_050	K06041
WM02_S2_050	K06142
WM02_S2_050	K06147
WM02_S2_050	K06153
WM02_S2_050	K06158
WM02_S2_050	K06167
WM02_S2_050	K06168
WM02_S2_050	K06173
WM02_S2_050	K06178
WM02_S2_050	K06180
WM02_S2_050	K06187
WM02_S2_050	K06211
WM02_S2_050	K06213
WM02_S2_050	K06215
WM02_S2_050	K06287
WM02_S2_050	K06330
WM02_S2_050	K06402
WM02_S2_050	K06861
WM02_S2_050	K06877
WM02_S2_050	K06881
WM02_S2_050	K06884
WM02_S2_050	K06888
WM02_S2_050	K06889
WM02_S2_050	K06894
WM02_S2_050	K06911
WM02_S2_050	K06920
WM02_S2_050	K06925
WM02_S2_050	K06941
WM02_S2_050	K06949
WM02_S2_050	K06960
WM02_S2_050	K06978
WM02_S2_050	K06980
WM02_S2_050	K06996
WM02_S2_050	K06998
WM02_S2_050	K06999
WM02_S2_050	K07007
WM02_S2_050	K07010
WM02_S2_050	K07015
WM02_S2_050	K07017
WM02_S2_050	K07028
WM02_S2_050	K07032
WM02_S2_050	K07037
WM02_S2_050	K07042
WM02_S2_050	K07052
WM02_S2_050	K07056
WM02_S2_050	K07059
WM02_S2_050	K07071
WM02_S2_050	K07079
WM02_S2_050	K07082
WM02_S2_050	K07086
WM02_S2_050	K07090
WM02_S2_050	K07095
WM02_S2_050	K07098
WM02_S2_050	K07106
WM02_S2_050	K07114
WM02_S2_050	K07146
WM02_S2_050	K07150
WM02_S2_050	K07152
WM02_S2_050	K07157
WM02_S2_050	K07164
WM02_S2_050	K07181
WM02_S2_050	K07218
WM02_S2_050	K07221
WM02_S2_050	K07258
WM02_S2_050	K07259
WM02_S2_050	K07263
WM02_S2_050	K07264
WM02_S2_050	K07317
WM02_S2_050	K07335
WM02_S2_050	K07391
WM02_S2_050	K07407
WM02_S2_050	K07447
WM02_S2_050	K07456
WM02_S2_050	K07459
WM02_S2_050	K07462
WM02_S2_050	K07465
WM02_S2_050	K07477
WM02_S2_050	K07491
WM02_S2_050	K07502
WM02_S2_050	K07504
WM02_S2_050	K07506
WM02_S2_050	K07516
WM02_S2_050	K07533
WM02_S2_050	K07560
WM02_S2_050	K07566
WM02_S2_050	K07568
WM02_S2_050	K07576
